CustomerID,FirstPurchase,LastPurchase,SnapshotDate,InvoiceCount,TransactionCount,TotalRevenue,TotalQuantity,AverageOrderValue,AverageBasketSize,MedianBasketSize,CustomerTenure,RetentionAge,DaysSinceLastPurchase,PurchaseGap,AverageInterpurchaseTime,PurchaseVariability,RevenueVariability,FrequencyVariability,MonthlySpend,QuarterlySpend,AnnualSpend,CustomerVelocity,PurchaseMomentum,CustomerGrowthRate,CategoryDiversity,ProductDiversity,CountryDiversity,PreferredPurchaseMonth,PreferredPurchaseWeekday,PreferredPurchaseHour,RepeatPurchaseRatio,RevenueConcentration,RecencyTrend,FrequencyTrend,RevenueTrend,RecentRevenueShare_90,RecentOrderCount_90,PreviousOrderCount_90,RecentRevenue_90,PreviousRevenue_90,DominantCountry,DominantCategory,DominantProduct,RollingRevenue_30,RollingPurchaseFrequency_30,RollingBasketSize_30,RollingRevenueShare_30,RecentOrderCount_30,PreviousOrderCount_30,RecentRevenue_30,PreviousRevenue_30,RollingRevenue_60,RollingPurchaseFrequency_60,RollingBasketSize_60,RollingRevenueShare_60,RecentOrderCount_60,PreviousOrderCount_60,RecentRevenue_60,PreviousRevenue_60,RollingRevenue_90,RollingPurchaseFrequency_90,RollingBasketSize_90,RollingRevenueShare_90,RollingRevenue_180,RollingPurchaseFrequency_180,RollingBasketSize_180,RollingRevenueShare_180,RecentOrderCount_180,PreviousOrderCount_180,RecentRevenue_180,PreviousRevenue_180,ChurnLabel_30,ChurnLabel_60,ChurnLabel_90,ChurnLabel_180,IsChurn,CustomerActivityScore,CustomerEngagementScore,CustomerHealthScore_Heuristic,CustomerHealthScore,RetentionProbability_Heuristic,ExpectedNextPurchase,ChurnProbability,RetentionProbability,PredictedChurn,PredictedChurnLabel,ProbabilityConfidence,ExpectedLifetimeValue,NextPurchaseProbability,HealthBand,RiskCategory,CustomerSegment,RecommendedAction,ActionReasoning,RiskScore,ProbabilityBucket
18102,2009-12-01 09:24:00,2010-12-09 13:44:00,2010-12-10,89,89,349164.35,124216.0,3923.1949438202246,7.044943820224719,5.0,374,374,0,3.9545454545454546,3.9545454545454546,1.81867268983582,12335.911754855184,3.925521904437959,29097.02916666667,69832.87,349164.35,0.23796791443850268,-0.5638446968892802,-0.22646199296192784,5,51,1,8,1,10,0.9887640449438202,0.09831168294012517,-0.8888888888888888,-0.02404336911617648,-0.00157351151643989,0.2294698184393682,11.0,30.0,80122.68000000001,103579.50000000001,United Kingdom,Other,BLACK HEART CARD HOLDER,48141.1,0.23333333333333334,5.571428571428571,0.13787518685684835,7.0,4.0,48141.1,31981.58,80122.68000000001,0.18333333333333332,5.454545454545454,0.2294698184393682,11.0,5.0,80122.68000000001,11605.600000000002,80122.68000000001,0.12222222222222222,5.454545454545454,0.2294698184393682,183702.18,0.22777777777777777,5.365853658536586,0.5261195193610115,41.0,44.0,183702.18,133684.93,0,0,0,0,0,99.57,90.82,99.49,99.07,0.9978896103896104,2010-12-13 12:38:32.727272731,0.010538355810914113,0.9894616441890859,1,Churn,0.969764689939366,695931.18,0.9924,VIP,Low,Champions,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",1.05,"(-0.001, 0.1]"
14646,2009-12-02 16:52:00,2010-11-30 16:28:00,2010-12-10,78,78,248396.5,170278.0,3184.5705128205127,22.73076923076923,14.5,363,373,9,4.402597402597403,4.402597402597403,1.5085604558139951,10746.016094405897,3.7969285832981723,20699.708333333332,49679.3,248396.5,0.21487603305785125,-0.4233111510043517,0.3623285085389118,6,61,1,11,4,10,0.9871794871794872,0.10579206752177953,-0.9166666666666666,0.08284022394174068,0.04660146064747494,0.32105061866813733,31.0,13.0,79747.84999999998,58537.90000000001,Netherlands,Other,POSTAGE,20445.36,0.4,18.666666666666668,0.08230937231402215,12.0,8.0,20445.36,24361.079999999998,44806.439999999995,0.3333333333333333,19.35,0.180382734861401,20.0,16.0,44806.439999999995,53490.85,79747.84999999998,0.34444444444444444,20.516129032258064,0.32105061866813733,138285.75,0.24444444444444444,23.272727272727273,0.5567137620699164,44.0,31.0,138285.75,104295.56000000001,0,0,0,0,0,94.96,90.77,94.23,95.98,0.9716836734693878,2010-12-05 02:07:44.415584415,0.028298355810914,0.971701644189086,1,Churn,0.969764689939366,473029.63,0.9735,VIP,Low,Champions,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",2.83,"(-0.001, 0.1]"
14156,2009-12-01 12:30:00,2010-12-03 11:48:00,2010-12-10,102,102,196549.74000000005,108105.0,1926.9582352941181,25.941176470588236,21.5,367,374,6,3.198019801980198,3.198019801980198,1.207470031895054,11579.811758963202,3.5267364265685077,15119.210769230769,39309.948,196549.74000000005,0.2779291553133515,-0.5400466731995613,-0.14830819329855585,4,69,1,1,1,12,0.9901960784313726,0.12204643414640004,-0.15384615384615383,-0.009803920319108149,-0.07525938653576686,0.21210707274402898,33.0,21.0,41689.59,48949.15,EIRE,Other,60 TEATIME FAIRY CAKE CASES,9925.660000000002,0.2,45.333333333333336,0.05049948170880307,6.0,14.0,9925.660000000002,13522.289999999999,23447.950000000004,0.3333333333333333,26.0,0.11929779199911432,20.0,21.0,23447.950000000004,34081.23,41689.59,0.36666666666666664,25.545454545454547,0.21210707274402898,90638.74,0.3,24.037037037037038,0.46114912184569656,54.0,45.0,90638.74,104275.02,0,0,0,0,0,96.65,90.94,96.18,97.09,0.9811920222634508,2010-12-06 16:33:08.910891089,0.0216263558109141,0.9783736441890859,1,Churn,0.969764689939366,368331.34,0.981,VIP,Low,Champions,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",2.16,"(-0.001, 0.1]"
14911,2009-12-01 11:41:00,2010-12-09 12:17:00,2010-12-10,205,205,152121.22,69709.0,742.054731707317,27.160975609756097,22.0,374,374,0,1.446078431372549,1.446078431372549,1.8766654003825025,6342.610250982155,6.918802099005803,11701.632307692307,30424.244,152121.22,0.5481283422459893,-0.29400101814473967,1.4013487650838334,4,100,1,10,0,14,0.9951219512195122,0.09952262751755865,-0.6666666666666667,0.05783971758647091,0.046831951326841606,0.42948485424978844,83.0,47.0,65333.76,27207.109999999997,EIRE,Other,Manual,13160.42,0.9,19.555555555555557,0.08651271663479954,27.0,29.0,13160.42,24560.509999999995,37720.93,0.9333333333333333,26.482142857142858,0.2479662600654925,56.0,43.0,37720.93,35711.87,65333.76,0.9222222222222223,26.759036144578314,0.42948485424978844,92540.87,0.7222222222222222,26.184615384615384,0.6083363649068815,130.0,70.0,92540.87,56099.799999999996,0,0,0,0,0,99.61,91.23,99.56,99.16,0.9978896103896104,2010-12-10 22:59:21.176470584,0.009702355810914165,0.9902976441890858,1,Churn,0.969764689939366,282042.74,0.9943,VIP,Low,Champions,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",0.97,"(-0.001, 0.1]"
13694,2009-12-04 15:26:00,2010-12-01 12:12:00,2010-12-10,94,94,131443.19,125893.0,1398.3318085106382,10.180851063829786,6.0,362,371,8,3.6236559139784945,3.6236559139784945,1.6606821678237007,7902.004125719398,5.8592969669360135,10111.014615384616,26288.638,131443.19,0.2596685082872928,-0.46969484171520653,0.12904190377789426,6,77,1,3,3,10,0.9893617021276596,0.12390617767186134,16.666666666666668,-0.14817627130084998,-0.1474265965466951,0.12869270747309158,9.0,10.0,16915.78,14982.42,United Kingdom,Other,BLUE 5 PATCH FLOWER CUSHION COVER,6821.839999999999,0.1,9.666666666666666,0.05189953165318035,3.0,0.0,6821.839999999999,0.0,6821.839999999999,0.05,9.666666666666666,0.05189953165318035,3.0,10.0,6821.839999999999,17913.64,16915.78,0.1,10.666666666666666,0.12869270747309158,31898.2,0.10555555555555556,10.526315789473685,0.24267670314452958,19.0,67.0,31898.2,81920.51999999999,0,0,0,0,0,95.54,90.92,94.91,96.35,0.9749536178107606,2010-12-05 03:10:03.870967742,0.025890355810914034,0.974109644189086,1,Churn,0.969764689939366,239446.93,0.9765,VIP,Low,Champions,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",2.59,"(-0.001, 0.1]"
17511,2009-12-02 10:52:00,2010-12-07 09:51:00,2010-12-10,31,31,84541.17,55107.0,2727.1345161290324,30.580645161290324,30.0,370,373,2,11.766666666666667,11.766666666666667,0.836058882288896,2114.7597228577297,1.5461347109416752,6503.166923076924,16908.233999999997,84541.17,0.08378378378378379,-0.46432286641347004,0.15367381693737303,2,24,1,11,2,10,0.967741935483871,0.08505754024345595,-0.68,0.08064512747139817,0.014290180408466103,0.2689204561517188,11.0,7.0,22734.850000000002,19706.48,United Kingdom,Other,APPLE BATH SPONGE,8828.53,0.23333333333333334,15.0,0.10442876529861132,7.0,3.0,8828.53,8772.06,17600.59,0.16666666666666666,19.7,0.2081895720156227,10.0,5.0,17600.59,16267.59,22734.850000000002,0.12222222222222222,22.727272727272727,0.2689204561517188,42441.33,0.1,26.333333333333332,0.5020196668676339,18.0,11.0,42441.33,33732.03,0,0,0,0,0,97.88,89.09,97.55,97.88,0.9898886827458256,2010-12-19 04:15:00.000000002,0.019418355810914,0.980581644189086,1,Churn,0.969764689939366,151435.28,0.9782,VIP,Low,Champions,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",1.94,"(-0.001, 0.1]"
15061,2009-12-01 12:18:00,2010-12-07 13:50:00,2010-12-10,86,86,83284.38,51791.0,968.423023255814,6.790697674418604,4.5,372,374,2,4.094117647058823,4.094117647058823,1.7322510264704383,3887.453654269291,2.6087459737497545,6940.364999999999,16656.876,83284.38,0.23118279569892472,-0.39933796215334316,0.504144596240532,6,36,1,12,2,14,0.9883720930232558,0.1094780886007698,3.0,0.03707919469605643,0.03519517238965775,0.3752952234260493,33.0,22.0,31256.229999999996,20780.070000000003,United Kingdom,Other,ANTIQUE SILVER TEA GLASS ETCHED,21209.649999999998,0.5666666666666667,8.235294117647058,0.2546654006429537,17.0,4.0,21209.649999999998,2183.92,23393.569999999996,0.35,7.523809523809524,0.28088784475552314,21.0,17.0,23393.569999999996,13532.449999999999,31256.229999999996,0.36666666666666664,6.151515151515151,0.3752952234260493,52036.30000000001,0.3055555555555556,6.963636363636364,0.6248026340593519,55.0,23.0,52036.30000000001,18117.039999999997,0,0,0,0,0,98.11,90.78,97.86,98.18,0.9898886827458256,2010-12-11 16:05:31.764705880,0.01598635581091412,0.9840136441890859,1,Churn,0.969764689939366,149795.3,0.9863,VIP,Low,Champions,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",1.6,"(-0.001, 0.1]"
16684,2009-12-07 12:56:00,2010-11-25 11:04:00,2010-12-10,27,27,80489.20999999999,54555.0,2981.0818518518518,16.333333333333332,11.0,353,368,14,13.307692307692308,13.307692307692308,1.2281842831455025,6690.5729321504805,1.4142135623730951,8943.245555555555,16097.841999999999,80489.20999999999,0.0764872521246459,-0.24553518879605707,2.0727359890993293,4,22,1,6,0,12,0.9629629629629629,0.1732972794523996,-0.6341463414634146,0.06111109074074747,0.211952956155147,0.5199987675366674,9.0,6.0,41854.29,13621.179999999998,United Kingdom,Other,ALARM CLOCK BAKELIKE CHOCOLATE,20401.489999999998,0.1,30.333333333333332,0.2534686326279013,3.0,5.0,20401.489999999998,19819.68,40221.17,0.13333333333333333,29.25,0.49970884296168394,8.0,4.0,40221.17,9581.16,41854.29,0.1,31.0,0.5199987675366674,55475.47,0.08333333333333333,23.0,0.6892286556173183,15.0,10.0,55475.47,23864.620000000003,0,0,0,0,0,92.59,88.75,91.49,94.13,0.9601113172541744,2010-12-08 18:27:04.615384614,0.04061835581091411,0.9593816441890859,1,Churn,0.969764689939366,142076.73,0.9553,VIP,Low,Champions,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",4.06,"(-0.001, 0.1]"
16754,2010-03-08 11:32:00,2010-12-02 17:38:00,2010-12-10,29,29,65500.07,63551.0,2258.6231034482757,4.827586206896552,3.0,270,277,7,9.285714285714286,9.285714285714286,1.228170333001048,4865.130574737631,2.9355210696939795,7277.785555555555,16375.0175,65500.07,0.10740740740740741,-0.5602069371568562,-0.2149453466692739,3,7,1,6,0,9,0.9655172413793104,0.16076439571279144,3.3999999999999995,-0.22241372407849938,-0.16038848505897027,0.2224922813059589,3.0,9.0,14573.26,18563.37,United Kingdom,Other,BAG 250g SWIRLY MARBLES,2002.4,0.03333333333333333,2.0,0.03057095969515758,1.0,1.0,2002.4,7325.68,9328.08,0.03333333333333333,3.5,0.14241328291710223,2.0,2.0,9328.08,6760.200000000001,14573.26,0.03333333333333333,4.0,0.2224922813059589,33136.63,0.06666666666666667,5.083333333333333,0.5059022074327554,12.0,17.0,33136.63,32363.440000000002,0,0,0,0,0,95.81,87.42,95.19,96.37,0.9783627087198515,2010-12-12 00:29:25.714285715,0.029778355810914037,0.970221644189086,1,Churn,0.969764689939366,111668.73,0.9628,VIP,Low,Champions,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",2.98,"(-0.001, 0.1]"
17949,2009-12-02 11:07:00,2010-12-03 13:12:00,2010-12-10,74,74,60117.6,30112.0,812.4,1.1756756756756757,1.0,367,373,6,4.739726027397261,4.739726027397261,1.4713055034196885,2981.4216406644814,2.971262756281225,4624.430769230768,12023.52,60117.6,0.2016348773841962,-0.33580361278369614,0.9779310344827586,6,27,1,12,4,10,0.9864864864864865,0.10889633420177162,29.0,-0.10231658434206722,-0.06598082043479482,0.2805141921833207,15.0,10.0,16863.84,8526.0,United Kingdom,Other,REGENCY CAKESTAND 3 TIER,1314.0,0.03333333333333333,1.0,0.021857159966465728,1.0,6.0,1314.0,9547.560000000001,10861.560000000001,0.11666666666666667,1.1428571428571428,0.18067188310910617,7.0,12.0,10861.560000000001,8944.919999999998,16863.84,0.16666666666666666,1.2666666666666666,0.2805141921833207,25389.84,0.1388888888888889,1.24,0.4223362210068266,25.0,41.0,25389.84,29402.999999999996,0,0,0,0,0,96.55,90.67,96.09,97.01,0.9811920222634508,2010-12-08 06:57:12.328767126,0.022350355810913936,0.9776496441890861,1,Churn,0.969764689939366,106709.09,0.9795,VIP,Low,Champions,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",2.24,"(-0.001, 0.1]"
